comp,bumber of nodes,global clustering coefficient,transitivity
1,9,0.35185185185185186,0.5769230769230769
2,6,0.5833333333333334,0.75
3,21,0.3412698412698412,0.2857142857142857
4,3,0.0,0.0
5,33,0.5565656565656566,0.615
6,53,0.38490566037735846,0.4943181818181818
7,2,0.0,0.0
8,17,0.696078431372549,0.7346938775510204
9,13,0.5538461538461538,0.5142857142857142
10,2,0.0,0.0
11,3,1.0,1.0
12,4,0.8333333333333333,0.75
13,16,0.5625,0.5454545454545454
14,16,0.26041666666666663,0.375
15,9,0.5629629629629629,0.5
16,8,0.29166666666666663,0.4
17,5,0.7666666666666666,0.6428571428571429
18,8,0.7083333333333333,0.6153846153846154
19,16,0.5413690476190476,0.55
20,4,1.0,1.0
21,4,0.5833333333333333,0.6
22,2,0.0,0.0
23,3,1.0,1.0
24,3,0.0,0.0
25,2,0.0,0.0
26,22,0.4151515151515151,0.39473684210526316
27,3,1.0,1.0
28,15,0.7466666666666667,0.6494845360824743
29,3,1.0,1.0
30,13,0.6714285714285714,0.6260869565217392
31,3,0.0,0.0
32,2,0.0,0.0
33,7,0.819047619047619,0.6923076923076923
34,4,0.8333333333333333,0.75
35,3,1.0,1.0
36,3,1.0,1.0
37,3,0.0,0.0
38,4,0.5833333333333333,0.6
39,5,0.4666666666666666,0.5
40,2,0.0,0.0
41,4,0.5833333333333333,0.6
42,4,0.8333333333333333,0.75
43,3,0.0,0.0
44,4,1.0,1.0
45,2,0.0,0.0
46,4,0.0,0.0
47,2,0.0,0.0
48,2,0.0,0.0
49,5,0.9,0.875
50,2,0.0,0.0
51,3,0.0,0.0
52,5,0.4666666666666666,0.5
53,2,0.0,0.0
54,3,0.0,0.0
55,2,0.0,0.0
56,3,0.0,0.0
57,4,0.5833333333333334,0.6
58,3,0.0,0.0
59,5,0.4666666666666666,0.5
60,2,0.0,0.0
61,2,0.0,0.0
62,2,0.0,0.0
63,2,0.0,0.0
64,2,0.0,0.0
65,2,0.0,0.0
