N,X,Y,Slice
1,1677,118,1
2,1422,128,1
3,1331,196,1
4,1411,231,1
5,2561,321,1
6,1266,342,1
7,2284,346,1
8,2095,348,1
9,1280,404,1
10,1574,403,1
11,2202,531,1
12,2452,560,1
13,1119,576,1
14,1263,647,1
15,1391,670,1
16,1567,713,1
17,1321,720,1
18,1504,776,1
19,2039,773,1
20,2646,799,1
21,1072,809,1
22,1606,840,1
23,1195,903,1
24,1883,935,1
25,1098,938,1
26,1607,965,1
27,1292,1083,1
28,1402,1122,1
29,2588,1152,1
30,2275,1183,1
31,1459,1278,1
32,1247,1290,1
33,2439,1299,1
34,2399,1325,1
35,2023,1382,1
36,1006,1440,1
37,1308,1462,1
38,824,1462,1
39,977,1489,1
40,1277,1526,1
41,2042,1680,1
42,1605,1728,1
43,2098,1766,1
44,2128,1922,1
45,1381,1953,1
46,2257,1988,1
47,1663,2030,1
48,1784,2044,1
49,845,2061,1
50,1904,2135,1
51,1049,2139,1
52,2183,2143,1
53,1253,2230,1
54,1962,2250,1
55,1789,2252,1
56,1024,2259,1
57,1504,2333,1
58,574,2459,1
59,2439,2457,1
60,2459,2460,1
61,2158,2504,1
62,492,2593,1
63,596,2630,1
64,834,2709,1
65,724,2793,1
66,984,2832,1
67,934,2833,1
68,1335,2843,1
69,1005,2854,1
70,2150,2864,1
71,1763,2875,1
72,983,2909,1
73,1933,2932,1
74,523,2936,1
75,1210,2956,1
76,781,2984,1
77,926,2999,1
78,1158,3009,1
79,758,3009,1
80,737,3026,1
81,652,3043,1
82,894,3050,1
83,547,3084,1
84,668,3087,1
85,896,3110,1
86,1027,3123,1
87,1057,3202,1
88,1489,3536,1
89,899,3599,1
90,901,3640,1
91,1480,3675,1
92,1804,3705,1
93,1737,3732,1
94,1888,3859,1
95,1148,3969,1
96,2032,4062,1
97,1627,4243,1
98,1186,4302,1
99,816,4521,1
100,1229,4566,1
101,1105,4578,1
102,1109,4635,1
103,811,4681,1
104,1089,4946,1
105,1134,4993,1
107,2767,624,3
108,2742,658,3
109,2738,947,3
110,2782,1011,3
111,2878,1140,3
112,3062,1180,3
113,3129,1425,3
114,3273,1589,3
115,2805,1827,3
116,3523,1838,3
117,3433,1849,3
118,3515,2054,3
119,3178,2112,3
120,3568,2232,3
121,3477,2259,3
122,3246,2365,3
123,3081,2403,3
124,3259,2561,3
125,3593,2681,3
126,2815,2903,3
127,2737,3024,3
128,2685,3098,3
129,2944,3151,3
130,3148,3353,3
131,2995,3390,3
132,3471,3652,3
133,3069,3665,3
134,2501,3726,3
135,3288,3771,3
136,3296,3910,3
137,2605,4038,3
138,2574,4054,3
139,2410,4221,3
140,2287,4248,3
141,2962,4279,3
142,3284,4298,3
143,3087,4375,3
144,2947,4388,3
145,3265,4571,3
146,2891,4630,3
147,1771,4675,3
148,2034,4673,3
149,3181,4701,3
150,2395,4729,3
151,2144,4752,3
152,1797,4758,3
153,2777,4830,3
154,1850,4895,3
155,2603,4917,3
156,2367,4969,3
157,2007,4997,3
158,1417,5052,3
159,2476,5059,3
160,1846,5083,3
161,1604,5137,3
162,2725,5221,3
