N,X,Y,Slice
1,1952,180,1
2,1999,234,1
3,2288,276,1
4,2028,327,1
5,2518,453,1
6,2790,596,1
7,2830,651,1
8,1605,667,1
9,2922,676,1
10,2664,702,1
11,2417,710,1
12,1588,730,1
13,2552,758,1
14,1426,772,1
15,1520,775,1
16,2986,782,1
17,2851,834,1
18,2949,844,1
19,3130,906,1
20,3148,913,1
21,3193,947,1
22,3024,1115,1
23,1652,1125,1
24,1627,1134,1
25,2451,1210,1
26,2328,1257,1
27,2677,1261,1
28,3315,1278,1
29,3041,1279,1
30,1640,1378,1
31,2587,1408,1
32,3386,1410,1
33,2099,1453,1
34,3224,1500,1
35,1570,1514,1
36,3491,1538,1
37,3327,1546,1
38,3022,1648,1
39,3308,1669,1
40,1773,1711,1
41,1650,1741,1
42,1553,1755,1
43,3202,1819,1
44,1604,1826,1
45,2146,1861,1
46,3202,1881,1
47,3171,1889,1
48,3120,1926,1
49,3553,2028,1
50,2080,2045,1
51,3134,2056,1
52,2043,2079,1
53,3599,2097,1
54,3272,2102,1
55,3099,2109,1
56,2781,2110,1
57,3297,2112,1
58,3404,2150,1
59,2210,2183,1
60,1741,2200,1
61,2155,2210,1
62,3416,2218,1
63,3594,2236,1
64,3467,2250,1
65,2969,2288,1
66,2190,2368,1
67,2988,2412,1
68,2032,2422,1
69,2826,2477,1
70,2700,2483,1
71,2824,2526,1
72,2124,2556,1
73,2217,2574,1
74,1746,2657,1
75,2465,2688,1
76,2683,2723,1
77,3609,2760,1
78,3474,2896,1
79,2587,2932,1
80,3549,2978,1
81,2198,2989,1
82,2039,3118,1
83,2570,3162,1
84,2365,3168,1
85,2600,3303,1
86,3681,3459,1
87,2687,3499,1
88,2670,3521,1
89,3151,3558,1
90,3209,3586,1
91,3250,3652,1
92,3283,3704,1
93,2518,3709,1
94,2755,3766,1
95,2987,3784,1
96,3004,3923,1
97,3329,4108,1
98,2705,4200,1
99,3460,4214,1
100,3429,4290,1
101,3393,4324,1
102,3348,4471,1
103,2840,4482,1
104,3186,4526,1
105,3002,4603,1
106,3186,4618,1
107,2932,4678,1
108,3398,4732,1
109,3034,4831,1
110,3241,4930,1
111,3316,5004,1
112,3306,5045,1
113,3024,5111,1
115,1326,691,3
116,971,926,3
117,1224,983,3
118,1165,1038,3
119,787,1066,3
120,1346,1061,3
121,1046,1082,3
122,966,1275,3
123,974,1302,3
124,1077,1354,3
125,539,1384,3
126,1002,1395,3
127,1009,1451,3
128,795,1553,3
129,883,1622,3
130,493,1626,3
131,801,1756,3
132,439,1760,3
133,701,1770,3
134,1220,1817,3
135,838,1829,3
136,766,1834,3
137,1428,1833,3
138,1110,1918,3
139,1193,2024,3
140,1253,2087,3
141,1073,2142,3
142,203,2152,3
143,528,2183,3
144,420,2201,3
145,592,2230,3
146,1089,2299,3
147,191,2314,3
148,1246,2343,3
149,1374,2400,3
150,1562,2408,3
151,1178,2487,3
152,1568,2527,3
153,937,2556,3
154,1287,2635,3
155,1547,2651,3
156,1464,2711,3
157,718,2916,3
158,681,2945,3
159,1359,2967,3
160,204,2994,3
161,247,2997,3
162,1594,3034,3
163,1645,3158,3
164,632,3182,3
165,181,3209,3
166,1126,3264,3
167,367,3463,3
168,1648,3543,3
169,794,3546,3
170,1197,3591,3
171,390,3604,3
172,451,3653,3
173,339,3695,3
174,1014,3730,3
175,879,3773,3
176,387,3919,3
177,1227,4024,3
178,885,4037,3
179,1128,4072,3
180,1402,4085,3
181,585,4151,3
182,861,4151,3
183,743,4168,3
184,316,4191,3
185,1422,4311,3
186,411,4348,3
187,1921,4364,3
188,2224,4391,3
189,2432,4396,3
190,1426,4398,3
191,1938,4396,3
192,840,4435,3
193,713,4477,3
194,489,4511,3
195,788,4646,3
196,1664,4654,3
197,2211,4676,3
198,2424,4754,3
199,1898,4800,3
200,763,4899,3
201,1301,4902,3
202,1104,4964,3
203,2866,5044,3
204,1137,5066,3
205,2214,5097,3
206,1952,5104,3
207,2952,5122,3
208,1075,5124,3
209,1962,5203,3
210,1761,5224,3
211,1318,5246,3
212,2394,5269,3
213,2503,5309,3
214,3115,5338,3
215,2006,5361,3
216,3106,5382,3
217,1139,5421,3
218,1721,5450,3
219,1801,5448,3
220,1591,5483,3
221,2781,5501,3
222,1402,5505,3
223,1562,5561,3
224,2509,5652,3
225,1775,5672,3
226,1906,5711,3
227,1852,5743,3
228,2214,5828,3
