N,X,Y,Slice
1,2483,77,1
2,2139,111,1
3,3052,116,1
4,2566,137,1
5,1913,140,1
6,2761,137,1
7,2423,167,1
8,2315,193,1
9,2202,230,1
10,2480,255,1
11,2825,305,1
12,3026,304,1
13,2879,309,1
14,2893,334,1
15,3463,350,1
16,1915,387,1
17,2662,498,1
18,2041,526,1
19,3011,530,1
20,2339,544,1
21,3268,548,1
22,2892,701,1
23,3453,709,1
24,2332,716,1
25,2114,723,1
26,2194,723,1
27,3162,743,1
28,3277,751,1
29,3061,804,1
30,3574,885,1
31,2992,899,1
32,2611,906,1
33,1947,919,1
34,2741,926,1
35,3756,933,1
36,3374,1003,1
37,2202,1051,1
38,3489,1087,1
39,2718,1094,1
40,3602,1111,1
41,3122,1172,1
42,3342,1174,1
43,2261,1220,1
44,2662,1259,1
45,3100,1383,1
46,2400,1457,1
47,1919,1486,1
48,2448,1501,1
49,2206,1542,1
50,2540,1552,1
51,3239,1611,1
52,3707,1627,1
53,3900,1641,1
54,3215,1709,1
55,1947,1734,1
56,2578,1791,1
57,3425,1800,1
58,3692,1806,1
59,2090,1835,1
60,2018,1961,1
61,1980,1981,1
62,2229,1997,1
63,3229,2001,1
64,3807,2065,1
65,2640,2091,1
66,3470,2108,1
67,2283,2150,1
68,3059,2258,1
69,3784,2284,1
70,2015,2319,1
71,3553,2400,1
72,2660,2439,1
73,2958,2454,1
74,3559,2458,1
75,2382,2647,1
76,3847,2651,1
77,2607,2701,1
78,2733,2736,1
79,3848,2747,1
80,3199,2909,1
81,3757,3158,1
82,2550,3184,1
83,2736,3272,1
84,2429,3298,1
85,3098,3327,1
86,3514,3327,1
87,3790,3495,1
88,3894,3522,1
89,3400,3594,1
90,2275,3619,1
91,4012,3629,1
92,2661,3636,1
93,2900,3664,1
94,3496,3686,1
95,3391,3744,1
96,3257,3750,1
97,2543,3841,1
98,2646,3852,1
99,3468,3861,1
100,3011,3976,1
101,3544,3985,1
102,2945,3994,1
103,2944,4018,1
104,3321,4056,1
105,3900,4089,1
106,3969,4252,1
107,3405,4272,1
108,2868,4274,1
109,3468,4329,1
110,2897,4341,1
111,3365,4359,1
112,2691,4376,1
113,3093,4682,1
114,3000,4817,1
115,3674,4572,2
116,3756,4700,2
117,3625,4822,2
118,4043,4978,2
119,3062,4985,2
120,2853,5078,2
121,2610,5251,2
122,2751,5332,2
123,2690,5378,2
124,2387,5504,2
125,2285,5664,2
126,2267,5719,2
127,2260,5800,2
128,2571,5921,2
129,1808,224,3
130,1782,253,3
131,1494,409,3
132,1714,510,3
133,1585,509,3
134,1757,570,3
135,1806,605,3
136,1304,751,3
137,1403,841,3
138,1786,869,3
139,1328,878,3
140,1664,878,3
141,788,1034,3
142,1090,1051,3
143,1213,1051,3
144,773,1083,3
145,1226,1097,3
146,1656,1187,3
147,545,1260,3
148,1217,1258,3
149,1855,1455,3
150,912,1488,3
151,1808,1520,3
152,1023,1522,3
153,1563,1523,3
154,1137,1549,3
155,603,1580,3
156,1303,1588,3
157,1130,1593,3
158,563,1793,3
159,712,1796,3
160,656,1818,3
161,1436,1827,3
162,1580,1844,3
163,1669,1844,3
164,1756,1846,3
165,645,1847,3
166,232,1887,3
167,1115,1907,3
168,1129,1958,3
169,286,2022,3
170,1086,2032,3
171,164,2064,3
172,1235,2069,3
173,994,2085,3
174,1613,2123,3
175,355,2163,3
176,1760,2168,3
177,1258,2187,3
178,543,2226,3
179,1589,2226,3
180,1137,2227,3
181,589,2309,3
182,1006,2381,3
183,240,2415,3
184,519,2456,3
185,1211,2452,3
186,1055,2515,3
187,1522,2619,3
188,797,2671,3
189,886,2685,3
190,303,2914,3
191,50,2913,3
192,865,2915,3
193,660,2990,3
194,2023,3049,3
195,1724,3160,3
196,844,3158,3
197,1247,3179,3
198,1397,3221,3
199,991,3286,3
200,1776,3343,3
201,1140,3351,3
202,401,3451,3
203,1291,3510,3
204,1755,3512,3
205,529,3517,3
206,1125,3601,3
207,2180,3611,3
208,655,3708,3
209,373,3737,3
210,625,3781,3
211,370,3854,3
212,569,3866,3
213,958,3900,3
214,1770,3902,3
215,1981,3984,3
216,1176,4023,3
217,452,4070,3
218,858,4105,3
219,2156,4105,3
220,2031,4122,3
221,1265,4124,3
222,1580,4142,3
223,2502,4408,3
224,1876,4426,3
225,836,4454,3
226,1601,4488,3
227,1359,4545,3
228,544,4579,3
229,2698,4704,3
230,2032,4871,3
231,2411,4876,3
232,1130,4911,3
233,2063,4933,3
234,1709,4995,3
235,2498,5020,3
236,1140,5100,3
237,2211,5249,3
238,1538,5404,3
239,1829,5478,3
240,2135,5514,3
241,1924,5535,3
