N,X,Y,Slice
1,2114,145,1
2,2020,156,1
3,2420,160,1
4,2344,210,1
5,1639,212,1
6,1375,288,1
7,2437,376,1
8,1144,543,1
9,1539,558,1
10,1087,571,1
11,2480,576,1
12,1420,730,1
13,2288,731,1
14,2477,734,1
15,1219,795,1
16,1675,794,1
17,1954,814,1
18,1357,837,1
19,1851,918,1
20,2195,959,1
21,1250,979,1
22,1977,1013,1
23,2357,1073,1
24,1091,1104,1
25,1118,1190,1
26,2041,1263,1
27,1975,1424,1
28,2331,1475,1
29,1424,1642,1
30,2140,1648,1
31,1684,1672,1
32,1489,1682,1
33,1901,1691,1
34,882,1691,1
35,1416,1708,1
36,2260,1780,1
37,1055,1815,1
38,1382,1827,1
39,1124,1835,1
40,2133,1838,1
41,1680,1870,1
42,1090,1896,1
43,2188,1957,1
44,1661,1983,1
45,2149,2112,1
46,1524,2125,1
47,1985,2127,1
48,1286,2130,1
49,2062,2228,1
50,1241,2234,1
51,1316,2234,1
52,1603,2248,1
53,1032,2315,1
54,2076,2364,1
55,2214,2364,1
56,826,2369,1
57,1267,2520,1
58,1672,2581,1
59,1642,2681,1
60,2071,2803,1
61,1643,2869,1
62,1027,2884,1
63,1279,2994,1
64,1342,3027,1
65,1713,3169,1
66,1636,3394,1
67,1385,3413,1
68,1169,3487,1
69,1670,3539,1
70,1760,3657,1
71,1110,3801,1
72,1211,3891,1
73,554,3907,2
74,422,3928,2
75,988,3934,2
76,635,4053,2
77,487,4063,2
78,141,4066,2
79,495,4170,2
80,273,4183,2
81,621,4217,2
82,187,4312,2
83,894,4322,2
84,1468,4379,2
85,378,4403,2
86,621,4414,2
87,1062,4456,2
88,107,4472,2
89,1640,4516,2
90,890,4560,2
91,289,4608,2
92,1087,4638,2
93,318,4703,2
94,980,4714,2
95,1993,4720,2
96,1126,4745,2
97,450,4766,2
98,620,4770,2
99,208,4778,2
100,756,4784,2
101,254,4806,2
102,915,4843,2
103,375,4859,2
104,195,4882,2
105,291,4890,2
106,856,4905,2
107,763,4925,2
108,1421,4928,2
109,1911,4985,2
110,437,4993,2
111,828,4999,2
112,568,5006,2
113,2127,5018,2
114,2247,5017,2
115,623,5049,2
116,439,5070,2
117,313,5084,2
118,878,5116,2
119,737,5155,2
120,1177,5181,2
121,1265,5182,2
122,1295,5225,2
123,1208,5274,2
124,1073,5281,2
125,774,5280,2
126,951,5305,2
127,622,5344,2
128,1365,5371,2
129,1232,5459,2
130,815,5476,2
131,1285,5517,2
132,1465,5573,2
133,1144,5635,2
134,1305,5663,2
135,1194,5673,2
136,2513,218,3
137,3018,233,3
138,3232,338,3
139,3265,359,3
140,3287,395,3
141,3127,420,3
142,3327,440,3
143,3367,482,3
144,3129,492,3
145,2712,535,3
146,3154,550,3
147,2524,556,3
148,3502,556,3
149,2732,596,3
150,2902,595,3
151,2666,626,3
152,2684,629,3
153,2836,632,3
154,2537,658,3
155,2669,693,3
156,2677,730,3
157,3576,802,3
158,3466,817,3
159,3810,940,3
160,2678,1007,3
161,3125,1003,3
162,3301,1018,3
163,3831,1019,3
164,2642,1046,3
165,3268,1070,3
166,2762,1075,3
167,3507,1099,3
168,2883,1101,3
169,3358,1104,3
170,2551,1116,3
171,3042,1187,3
172,3821,1260,3
173,4092,1340,3
174,3219,1364,3
175,2536,1389,3
176,3873,1396,3
177,3955,1403,3
178,2552,1458,3
179,3238,1500,3
180,2698,1505,3
181,2610,1521,3
182,3076,1542,3
183,2751,1634,3
184,3107,1635,3
185,2736,1667,3
186,4011,1738,3
187,2547,1741,3
188,2877,1753,3
189,2922,1756,3
190,4290,1999,3
191,3441,2002,3
192,2420,2003,3
193,3437,2106,3
194,3545,2124,3
195,2585,2209,3
196,3939,2278,3
197,2475,2319,3
198,2483,2339,3
199,3146,2352,3
200,2667,2365,3
201,4114,2415,3
202,3832,2418,3
203,2965,2473,3
204,2961,2492,3
205,2772,2494,3
206,3874,2546,3
207,2554,2547,3
208,2524,2565,3
209,3240,2607,3
210,4026,2740,3
211,3571,2800,3
212,2672,2804,3
213,2633,2804,3
214,2658,2842,3
215,3238,2842,3
216,2856,2871,3
217,3262,2908,3
218,2535,2941,3
219,2338,3028,3
220,3753,3036,3
221,2828,3094,3
222,3815,3182,3
223,3102,3187,3
224,2846,3202,3
225,2739,3241,3
226,2235,3271,3
227,2077,3296,3
228,3045,3513,3
229,3295,3558,3
230,2347,3694,3
231,2358,3736,3
232,2587,3836,3
233,2118,3961,3
234,2240,4002,3
235,2080,4020,3
236,2170,4135,3
237,1716,4218,3
238,1975,4419,3
239,1877,4462,3
240,1863,4511,3
241,2144,4569,3
242,2322,4588,3
