N,X,Y,Slice
1,1601,152,1
2,921,238,1
3,1220,266,1
4,2246,316,1
5,1522,324,1
6,2268,353,1
7,715,382,1
8,1160,393,1
9,946,398,1
10,1412,403,1
11,1096,454,1
12,781,518,1
13,411,530,1
14,618,535,1
15,338,617,1
16,2274,646,1
17,952,663,1
18,659,705,1
19,920,729,1
20,1949,746,1
21,231,757,1
22,436,775,1
23,530,775,1
24,638,854,1
25,1894,875,1
26,792,909,1
27,2263,926,1
28,158,960,1
29,510,985,1
30,1199,1013,1
31,880,1013,1
32,1124,1043,1
33,1062,1054,1
34,457,1138,1
35,901,1157,1
36,430,1178,1
37,917,1210,1
38,1277,1217,1
39,1098,1231,1
40,878,1250,1
41,1203,1255,1
42,1276,1277,1
43,1171,1340,1
44,812,1355,1
45,520,1383,1
46,963,1402,1
47,1562,1450,1
48,2279,1506,1
49,646,1509,1
50,927,1518,1
51,1273,1547,1
52,452,1674,1
53,2017,1679,1
54,941,1717,1
55,448,1783,1
56,906,1821,1
57,1112,1821,1
58,1541,1835,1
59,1933,1865,1
60,1590,1871,1
61,2168,1905,1
62,1107,1910,1
63,586,1931,1
64,752,1966,1
65,547,1987,1
66,1046,2009,1
67,1249,2034,1
68,1983,2053,1
69,690,2104,1
70,1498,2148,1
71,1851,2168,1
72,1594,2178,1
73,1803,2219,1
74,913,2234,1
75,1973,2240,1
76,484,2335,1
77,1921,2457,1
78,1127,2468,1
79,926,2496,1
80,1041,2572,1
81,1670,2588,1
82,1188,2626,1
83,666,2682,1
84,296,2715,1
85,834,2738,1
86,982,2739,1
87,765,2754,1
88,1552,2785,1
89,1076,2790,1
90,1278,2810,1
91,1402,2832,1
92,245,2920,1
93,1528,2921,1
94,1064,2927,1
95,1731,2961,1
96,1143,3023,1
97,1647,3097,1
98,1416,3155,1
99,1989,3163,1
100,1923,3207,1
101,409,3221,1
102,967,3238,1
103,1797,3268,1
104,378,3322,1
105,817,3328,1
106,780,3348,1
107,560,3372,1
108,989,3402,1
109,1205,3437,1
110,1108,3473,1
111,945,3502,1
112,649,3511,1
113,1240,3561,1
114,1868,3571,1
115,419,3643,1
116,965,3677,1
117,1966,3687,1
118,1228,3724,1
119,670,3746,1
120,596,3758,1
121,1164,3771,1
122,662,3823,1
123,834,3872,1
124,1354,3898,1
125,1361,3984,1
126,1730,4040,1
127,1040,4044,1
128,834,4097,1
129,1031,4106,1
130,1689,4112,1
131,1426,4171,1
132,314,4231,1
133,1374,4313,1
134,1059,4314,1
135,575,4382,1
136,431,4421,1
137,1240,4540,1
138,1310,4780,1
139,1253,4859,1
140,80,4307,2
141,115,4347,2
142,325,4780,2
143,1273,5249,2
144,1668,5412,2
145,887,5467,2
146,1981,5706,2
147,1830,5709,2
148,2005,5732,2
149,2606,676,3
150,3059,874,3
151,3039,953,3
152,2738,972,3
153,3300,1382,3
154,3202,1481,3
155,2402,1687,3
156,2645,1699,3
157,2886,1723,3
158,3628,1851,3
159,3549,1910,3
160,3129,1931,3
161,3187,2049,3
162,3490,2217,3
163,3724,2217,3
164,2873,2225,3
165,2748,2280,3
166,3563,2317,3
167,3882,2331,3
168,2992,2347,3
169,3782,2513,3
170,3716,2766,3
171,2654,2819,3
172,3230,2880,3
173,3565,2901,3
174,3720,2957,3
175,2473,2966,3
176,3497,2987,3
177,4034,2996,3
178,2513,3002,3
179,3743,3010,3
180,2387,3125,3
181,3573,3205,3
182,2443,3256,3
183,3380,3266,3
184,2369,3486,3
185,2573,3509,3
186,3907,3523,3
187,3881,3543,3
188,3309,3597,3
189,2051,3646,3
190,2128,3652,3
191,3439,3729,3
192,3260,3890,3
193,3283,3948,3
194,3576,3958,3
195,3008,3964,3
196,3590,4051,3
197,3818,4138,3
198,2902,4238,3
199,3035,4277,3
200,3145,4310,3
201,3513,4331,3
202,3288,4356,3
203,2982,4372,3
204,1901,4453,3
205,1862,4455,3
206,2550,4644,3
207,2153,4747,3
208,2965,4749,3
209,3219,4769,3
210,1820,4845,3
211,1601,4859,3
212,2147,4876,3
213,2689,4895,3
214,2289,4954,3
215,2588,5045,3
216,1905,5059,3
217,2248,5097,3
218,1806,5106,3
219,1834,5117,3
220,2475,5157,3
221,2735,5154,3
222,2165,5172,3
223,2345,5190,3
224,2439,5336,3
