cell,x,y,slice,radius
0,0,5667,0,0
1,3490,1842,2,133
2,3904,1811,2,142
3,3441,1788,2,125
4,3922,1784,2,140
5,3980,1774,2,131
6,3730,1758,2,141
7,3430,1751,2,126
8,3989,1651,2,133
9,3804,1546,2,138
10,3475,1509,2,140
11,3578,1460,2,147
12,3967,1420,2,135
13,2936,1392,2,126
14,3529,1384,2,146
15,3911,1365,2,134
16,2859,1357,2,134
17,3141,1358,2,129
18,3492,1343,2,133
19,3828,1331,2,146
20,3470,1269,2,127
21,2968,1238,2,129
22,3431,1226,2,148
23,4067,1216,2,133
24,3427,1198,2,126
25,3524,1191,2,143
26,3219,1163,2,131
27,2738,1157,2,125
28,3489,1154,2,127
29,2904,1140,2,149
30,3472,1058,2,137
31,4049,1055,2,140
32,3658,1049,2,126
33,2448,1022,2,141
34,3577,1005,2,136
35,3111,995,2,150
36,3910,989,2,150
37,3364,984,2,128
38,3574,975,2,140
39,3475,957,2,125
40,3822,944,2,128
41,4106,928,2,134
42,3619,895,2,131
43,2664,859,2,128
44,2428,819,2,146
45,3699,805,2,137
46,4055,798,2,146
47,3825,795,2,148
48,2943,791,2,132
49,4131,780,2,136
50,2980,780,2,148
51,3981,772,2,126
52,3618,763,2,145
53,3810,740,2,128
54,3050,724,2,131
55,3163,705,2,148
56,3737,699,2,126
57,3811,677,2,145
58,2129,659,2,135
59,3953,650,2,138
60,3866,623,2,147
61,3673,601,2,143
62,3117,572,2,126
63,3395,567,2,139
64,3048,562,2,125
65,3062,540,2,140
66,2940,475,2,134
67,2987,442,2,127
68,3461,440,2,126
69,3231,408,2,139
70,2874,377,2,135
71,2955,343,2,146
72,2843,324,2,132
73,3327,321,2,148
74,3515,307,2,135
75,3126,297,2,144
76,2910,282,2,135
77,3363,202,2,130
78,3128,195,2,136
79,2869,138,2,144
80,3014,134,2,142
81,3351,123,2,139
82,2900,60,2,130
83,3149,27,2,135
84,2984,0,2,126
