comp,bumber of nodes,global clustering coefficient,transitivity
1,53,0.588544474393531,0.5846153846153846
2,7,0.7142857142857143,0.7959183673469388
3,2,0.0,0.0
4,2,0.0,0.0
5,8,0.7708333333333333,0.72
6,2,0.0,0.0
7,9,0.24074074074074073,0.3333333333333333
8,3,0.0,0.0
9,5,0.4333333333333334,0.375
10,6,0.9333333333333332,0.9230769230769231
11,5,0.4333333333333333,0.375
12,2,0.0,0.0
13,24,0.5378968253968254,0.6
14,4,0.0,0.0
15,5,0.3333333333333333,0.42857142857142855
16,4,0.0,0.0
17,4,0.5833333333333333,0.6
18,11,0.5909090909090908,0.5510204081632653
19,22,0.38636363636363635,0.3620689655172414
20,2,0.0,0.0
21,7,0.3333333333333333,0.375
22,3,1.0,1.0
23,2,0.0,0.0
24,4,0.5833333333333334,0.6
25,2,0.0,0.0
26,7,0.7,0.5555555555555556
27,3,0.0,0.0
