comp,bumber of nodes,global clustering coefficient,transitivity
1,4,0.0,0.0
2,3,0.0,0.0
3,3,0.0,0.0
4,3,0.0,0.0
5,3,1.0,1.0
6,3,0.0,0.0
7,2,0.0,0.0
8,2,0.0,0.0
9,3,1.0,1.0
10,2,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,3,1.0,1.0
15,2,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,4,0.5833333333333333,0.6
24,4,0.0,0.0
25,3,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,4,0.0,0.0
30,4,0.0,0.0
31,3,1.0,1.0
32,2,0.0,0.0
33,3,0.0,0.0
34,2,0.0,0.0
35,3,0.0,0.0
36,2,0.0,0.0
37,3,0.0,0.0
38,2,0.0,0.0
39,2,0.0,0.0
40,6,0.25,0.3
41,4,0.5833333333333334,0.6
42,2,0.0,0.0
43,2,0.0,0.0
44,3,0.0,0.0
45,3,1.0,1.0
46,2,0.0,0.0
47,2,0.0,0.0
48,2,0.0,0.0
49,2,0.0,0.0
50,2,0.0,0.0
51,2,0.0,0.0
52,2,0.0,0.0
53,2,0.0,0.0
54,2,0.0,0.0
55,2,0.0,0.0
56,3,1.0,1.0
57,2,0.0,0.0
58,2,0.0,0.0
