comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,3,1.0,1.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,5,0.0,0.0
7,4,0.8333333333333333,0.75
8,3,1.0,1.0
9,2,0.0,0.0
10,3,1.0,1.0
11,2,0.0,0.0
12,2,0.0,0.0
13,4,0.0,0.0
14,2,0.0,0.0
15,4,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,3,0.0,0.0
22,4,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,2,0.0,0.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,3,0.0,0.0
31,30,0.6148412698412697,0.6105527638190955
32,3,1.0,1.0
33,2,0.0,0.0
34,2,0.0,0.0
