node,degree,centrality,clustering
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,1.0,0.0,0.0
3,1.0,0.0,0.0
4,1.0,0.0,0.0
5,3.0,48.0,0.3333333333333333
6,3.0,23.0,0.6666666666666666
7,2.0,0.0,1.0
8,2.0,0.0,1.0
9,5.0,151.5,0.3
10,3.0,23.0,0.6666666666666666
11,5.0,86.36666666666666,0.5
12,3.0,92.0,0.3333333333333333
13,2.0,0.0,1.0
14,5.0,193.1,0.4
15,0.0,0.0,0.0
16,4.0,15.21111111111111,0.6666666666666666
17,6.0,171.8555555555556,0.26666666666666666
18,7.0,198.2833333333333,0.47619047619047616
19,3.0,0.0,1.0
20,5.0,4.6000000000000005,0.8
21,7.0,107.06666666666666,0.42857142857142855
22,6.0,99.89444444444443,0.4
23,6.0,15.07222222222222,0.6666666666666666
24,1.0,0.0,0.0
25,2.0,8.11111111111111,0.0
26,6.0,12.466666666666667,0.6666666666666666
27,4.0,1.3666666666666665,0.8333333333333334
28,4.0,1.3666666666666665,0.8333333333333334
29,7.0,58.95555555555556,0.5238095238095238
30,4.0,19.46666666666667,0.5
31,5.0,27.316666666666666,0.5
32,0.0,0.0,0.0
33,2.0,28.0,0.0
34,3.0,52.0,0.3333333333333333
35,2.0,0.0,1.0
36,2.0,0.0,1.0
37,4.0,33.0,0.6666666666666666
38,5.0,10.0,0.6
39,0.0,0.0,0.0
40,3.0,4.0,0.3333333333333333
41,4.0,33.0,0.6666666666666666
42,6.0,94.0,0.4666666666666667
43,3.0,0.0,1.0
44,1.0,0.0,0.0
45,4.0,14.0,0.6666666666666666
46,0.0,0.0,0.0
47,3.0,108.0,0.3333333333333333
48,2.0,0.0,1.0
49,3.0,100.0,0.3333333333333333
50,4.0,72.0,0.3333333333333333
51,3.0,0.0,1.0
52,0.0,0.0,0.0
53,2.0,0.0,1.0
54,2.0,0.0,1.0
55,5.0,126.0,0.4
56,3.0,6.0,0.3333333333333333
57,4.0,12.0,0.6666666666666666
58,1.0,0.0,0.0
59,3.0,0.0,1.0
60,4.0,22.0,0.6666666666666666
61,3.0,28.0,0.3333333333333333
62,5.0,268.0,0.4
63,3.0,0.0,1.0
64,4.0,22.0,0.6666666666666666
65,1.0,0.0,0.0
66,3.0,2.0,0.6666666666666666
67,3.0,2.0,0.6666666666666666
68,1.0,0.0,0.0
69,2.0,0.0,1.0
70,4.0,298.0,0.16666666666666666
71,2.0,46.0,0.0
72,1.0,0.0,0.0
73,5.0,110.0,0.4
74,1.0,0.0,0.0
75,5.0,230.0,0.5
76,3.0,1.0,0.6666666666666666
77,1.0,0.0,0.0
78,4.0,32.0,0.6666666666666666
79,3.0,0.0,1.0
80,4.0,238.0,0.3333333333333333
81,4.0,36.0,0.6666666666666666
82,3.0,1.0,0.6666666666666666
83,2.0,0.0,1.0
84,1.0,0.0,0.0
85,4.0,1.1666666666666665,0.8333333333333334
86,2.0,4.0,0.0
87,1.0,0.0,0.0
88,4.0,4.0,0.5
89,4.0,1.1666666666666665,0.8333333333333334
90,2.0,0.0,1.0
91,0.0,0.0,0.0
92,6.0,149.66666666666666,0.4666666666666667
93,2.0,4.0,0.0
94,3.0,19.5,0.6666666666666666
95,5.0,26.5,0.5
96,1.0,0.0,0.0
97,1.0,0.0,0.0
98,2.0,0.0,1.0
99,0.0,0.0,0.0
100,1.0,0.0,0.0
101,5.0,1.3333333333333333,0.8
102,4.0,0.0,1.0
103,2.0,0.0,1.0
104,1.0,0.0,0.0
105,4.0,0.6666666666666666,0.8333333333333334
106,0.0,0.0,0.0
107,3.0,0.0,1.0
108,6.0,3.999999999999999,0.6666666666666666
109,1.0,0.0,0.0
110,2.0,0.0,1.0
111,7.0,25.0,0.5238095238095238
112,3.0,96.0,0.3333333333333333
113,5.0,9.0,0.7
114,3.0,12.0,0.6666666666666666
115,3.0,68.0,0.3333333333333333
116,4.0,28.0,0.3333333333333333
117,3.0,68.0,0.3333333333333333
118,2.0,0.0,1.0
119,2.0,36.0,0.0
120,1.0,0.0,0.0
121,0.0,0.0,0.0
122,5.0,188.0,0.3
123,1.0,0.0,0.0
124,2.0,0.0,1.0
125,5.0,77.0,0.3
126,1.0,0.0,0.0
127,4.0,135.0,0.5
128,3.0,18.0,0.3333333333333333
129,3.0,18.0,0.6666666666666666
130,2.0,0.0,1.0
131,2.0,0.0,1.0
132,3.0,140.0,0.3333333333333333
133,2.0,0.0,1.0
134,2.0,0.0,1.0
135,1.0,0.0,0.0
136,4.0,14.0,0.6666666666666666
137,3.0,68.0,0.3333333333333333
138,4.0,14.0,0.6666666666666666
139,3.0,18.0,0.3333333333333333
140,3.0,0.0,1.0
141,4.0,4.0,0.6666666666666666
142,3.0,42.0,0.3333333333333333
143,2.0,0.0,1.0
144,3.0,18.0,0.3333333333333333
145,5.0,52.0,0.4
146,2.0,120.0,0.0
147,1.0,0.0,0.0
148,6.0,44.66666666666667,0.4
149,2.0,96.0,0.0
150,2.0,0.0,1.0
151,4.0,2.6666666666666665,0.8333333333333334
152,2.0,0.0,1.0
153,4.0,2.6666666666666665,0.8333333333333334
154,4.0,42.0,0.5
155,0.0,0.0,0.0
156,1.0,0.0,0.0
157,1.0,0.0,0.0
158,3.0,32.0,0.3333333333333333
159,2.0,0.0,1.0
160,2.0,0.0,1.0
161,1.0,0.0,0.0
162,1.0,0.0,0.0
163,2.0,2.0,0.0
164,1.0,0.0,0.0
165,2.0,4.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,2.0,4.0,0.0
169,0.0,0.0,0.0
170,1.0,0.0,0.0
171,1.0,0.0,0.0
172,2.0,0.0,1.0
173,0.0,0.0,0.0
174,2.0,0.0,1.0
175,4.0,13.0,0.3333333333333333
176,3.0,6.0,0.6666666666666666
