comp,bumber of nodes,global clustering coefficient,transitivity
1,2,0.0,0.0
2,2,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,3,0.0,0.0
8,2,0.0,0.0
9,2,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
15,2,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,3,0.0,0.0
20,3,0.0,0.0
21,3,0.0,0.0
22,3,0.0,0.0
23,2,0.0,0.0
24,2,0.0,0.0
25,3,1.0,1.0
26,2,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,4,0.5833333333333334,0.6
34,3,0.0,0.0
35,2,0.0,0.0
36,3,0.0,0.0
37,6,0.8277777777777778,0.5294117647058824
38,2,0.0,0.0
39,2,0.0,0.0
40,3,0.0,0.0
41,2,0.0,0.0
42,3,0.0,0.0
43,2,0.0,0.0
44,5,0.4666666666666666,0.5
45,2,0.0,0.0
46,3,0.0,0.0
47,2,0.0,0.0
48,2,0.0,0.0
49,3,1.0,1.0
50,2,0.0,0.0
51,2,0.0,0.0
52,2,0.0,0.0
53,2,0.0,0.0
54,3,1.0,1.0
55,2,0.0,0.0
56,2,0.0,0.0
57,2,0.0,0.0
58,3,0.0,0.0
59,2,0.0,0.0
